ds,category,y
2013-09-05,63,26.0
2013-09-05,64,24.0
2013-09-05,65,61.0
2013-09-05,66,24.0
2013-09-05,67,35.0
2013-09-05,68,1.0
2013-09-05,69,14.0
2013-09-05,70,43.0
2013-09-05,71,65.0
2013-09-05,72,19.0
2013-09-05,73,9.0
2013-09-05,75,29.0
2013-09-05,76,4.0
2013-09-05,77,8.0
2013-09-05,82,21.0
2013-09-05,83,15.0
2013-09-06,2,21.0
2013-09-06,3,6.0
2013-09-06,4,8.0
2013-09-06,5,4.0
2013-09-06,6,26.0
2013-09-06,11,5.0
2013-09-06,13,1.0
2013-09-06,15,7.0
2013-09-06,19,337.0
2013-09-06,21,107.0
2013-09-06,22,33.0
2013-09-06,23,176.0
2013-09-06,25,19.0
2013-09-06,28,122.0
2013-09-06,29,15.0
2013-09-06,30,658.0
2013-09-06,31,17.0
2013-09-06,33,13.0
2013-09-06,35,23.0
2013-09-06,37,274.0
2013-09-06,38,22.0
2013-09-06,40,1089.0
2013-09-06,41,58.0
2013-09-06,43,39.0
2013-09-06,45,4.0
2013-09-06,49,6.0
2013-09-06,55,447.0
2013-09-06,56,12.0
2013-09-06,57,51.0
2013-09-06,58,13.0
2013-09-06,59,16.0
2013-09-06,62,59.0
2013-09-06,63,193.0
2013-09-06,64,21.0
2013-09-06,65,49.0
2013-09-06,66,9.0
2013-09-06,67,58.0
2013-09-06,69,11.0
2013-09-06,70,33.0
2013-09-06,71,306.0
2013-09-06,72,19.0
2013-09-06,73,8.0
2013-09-06,75,54.0
2013-09-06,76,5.0
2013-09-06,77,8.0
2013-09-06,79,2.0
2013-09-06,81,2.0
2013-09-06,82,63.0
2013-09-06,83,38.0
2013-09-07,2,15.0
2013-09-07,3,5.0
2013-09-07,4,7.0
2013-09-07,5,9.0
2013-09-07,6,21.0
2013-09-07,9,6.0
2013-09-07,11,7.0
2013-09-07,13,2.0
2013-09-07,14,1.0
2013-09-07,15,3.0
2013-09-07,19,206.0
2013-09-07,21,43.0
2013-09-07,22,23.0
2013-09-07,23,114.0
2013-09-07,25,20.0
2013-09-07,28,143.0
2013-09-07,29,14.0
2013-09-07,30,613.0
2013-09-07,31,20.0
2013-09-07,33,13.0
2013-09-07,35,9.0
2013-09-07,37,182.0
2013-09-07,38,42.0
2013-09-07,40,659.0
2013-09-07,41,30.0
2013-09-07,43,24.0
2013-09-07,45,9.0
2013-09-07,49,11.0
2013-09-07,54,2.0
2013-09-07,55,370.0
2013-09-07,56,11.0
2013-09-07,57,26.0
2013-09-07,58,13.0
2013-09-07,59,9.0
2013-09-07,60,2.0
2013-09-07,61,1.0
2013-09-07,62,24.0
2013-09-07,63,17.0
2013-09-07,64,23.0
2013-09-07,65,66.0
2013-09-07,66,9.0
2013-09-07,67,39.0
2013-09-07,69,7.0
2013-09-07,70,18.0
2013-09-07,71,209.0
2013-09-07,72,7.0
2013-09-07,73,13.0
2013-09-07,75,46.0
2013-09-07,76,2.0
2013-09-07,77,13.0
2013-09-07,81,7.0
2013-09-07,82,24.0
2013-09-07,83,28.0
2013-09-08,2,13.0
2013-09-08,3,10.0
2013-09-08,4,4.0
2013-09-08,5,11.0
2013-09-08,6,20.0
2013-09-08,11,8.0
2013-09-08,14,2.0
2013-09-08,15,5.0
2013-09-08,19,253.0
2013-09-08,21,39.0
2013-09-08,22,34.0
2013-09-08,23,158.0
2013-09-08,25,15.0
2013-09-08,28,182.0
2013-09-08,29,7.0
2013-09-08,30,560.0
2013-09-08,31,27.0
2013-09-08,33,6.0
2013-09-08,35,13.0
2013-09-08,37,325.0
2013-09-08,38,52.0
2013-09-08,40,772.0
2013-09-08,41,20.0
2013-09-08,43,36.0
2013-09-08,45,8.0
2013-09-08,49,19.0
2013-09-08,54,1.0
2013-09-08,55,474.0
2013-09-08,56,6.0
2013-09-08,57,42.0
2013-09-08,58,16.0
2013-09-08,59,17.0
2013-09-08,60,3.0
2013-09-08,62,37.0
2013-09-08,63,43.0
2013-09-08,64,41.0
2013-09-08,65,65.0
2013-09-08,66,6.0
2013-09-08,67,32.0
2013-09-08,68,1.0
2013-09-08,69,24.0
2013-09-08,70,18.0
2013-09-08,71,198.0
2013-09-08,72,24.0
2013-09-08,73,9.0
2013-09-08,75,41.0
2013-09-08,76,5.0
2013-09-08,77,9.0
2013-09-08,79,5.0
2013-09-08,81,1.0
2013-09-08,82,22.0
2013-09-08,83,25.0
2013-09-09,2,8.0
2013-09-09,3,4.0
2013-09-09,5,9.0
2013-09-09,6,22.0
2013-09-09,9,10.0
2013-09-09,11,8.0
2013-09-09,14,5.0
2013-09-09,15,5.0
2013-09-09,19,241.0
2013-09-09,21,17.0
2013-09-09,22,50.0
2013-09-09,23,133.0
2013-09-09,25,6.0
2013-09-09,28,130.0
2013-09-09,29,38.0
2013-09-09,30,494.0
2013-09-09,31,21.0
2013-09-09,32,4.0
2013-09-09,33,3.0
2013-09-09,35,19.0
2013-09-09,37,212.0
2013-09-09,38,25.0
2013-09-09,40,469.0
2013-09-09,41,26.0
2013-09-09,43,15.0
2013-09-09,45,3.0
2013-09-09,49,19.0
2013-09-09,54,2.0
2013-09-09,55,305.0
2013-09-09,56,5.0
2013-09-09,57,16.0
2013-09-09,58,6.0
2013-09-09,59,2.0
2013-09-09,62,20.0
2013-09-09,63,17.0
2013-09-09,64,12.0
2013-09-09,65,54.0
2013-09-09,66,19.0
2013-09-09,67,34.0
2013-09-09,69,13.0
2013-09-09,70,20.0
2013-09-09,71,155.0
2013-09-09,72,19.0
2013-09-09,73,27.0
2013-09-09,75,61.0
2013-09-09,76,2.0
2013-09-09,77,3.0
2013-09-09,78,1.0
2013-09-09,79,2.0
2013-09-09,81,1.0
2013-09-09,82,18.0
2013-09-09,83,7.0
2013-09-10,2,20.0
2013-09-10,3,18.0
2013-09-10,4,1.0
2013-09-10,5,3.0
2013-09-10,6,25.0
2013-09-10,9,1.0
2013-09-10,11,16.0
2013-09-10,15,8.0
2013-09-10,19,1153.0
2013-09-10,21,11.0
2013-09-10,22,24.0
2013-09-10,23,182.0
2013-09-10,25,12.0
2013-09-10,28,107.0
2013-09-10,29,5.0
2013-09-10,30,421.0
2013-09-10,31,11.0
2013-09-10,32,16.0
2013-09-10,33,10.0
2013-09-10,35,6.0
2013-09-10,37,208.0
2013-09-10,38,28.0
2013-09-10,40,569.0
2013-09-10,41,31.0
2013-09-10,43,24.0
2013-09-10,45,4.0
2013-09-10,49,41.0
2013-09-10,54,2.0
2013-09-10,55,332.0
2013-09-10,56,5.0
2013-09-10,57,44.0
2013-09-10,58,14.0
2013-09-10,59,8.0
2013-09-10,60,1.0
2013-09-10,61,1.0
2013-09-10,62,27.0
2013-09-10,63,25.0
2013-09-10,64,21.0
2013-09-10,65,31.0
2013-09-10,66,3.0
2013-09-10,67,27.0
2013-09-10,69,30.0
2013-09-10,70,20.0
2013-09-10,71,260.0
2013-09-10,72,8.0
2013-09-10,73,26.0
2013-09-10,75,61.0
2013-09-10,76,3.0
2013-09-10,77,1.0
2013-09-10,78,1.0
2013-09-10,79,1.0
2013-09-10,82,6.0
2013-09-10,83,10.0
2013-09-11,2,38.0
2013-09-11,3,10.0
2013-09-11,4,3.0
2013-09-11,5,13.0
2013-09-11,6,32.0
2013-09-11,11,8.0
2013-09-11,14,2.0
2013-09-11,15,11.0
2013-09-11,19,483.0
2013-09-11,21,45.0
2013-09-11,22,22.0
2013-09-11,23,293.0
2013-09-11,25,31.0
2013-09-11,28,377.0
2013-09-11,29,60.0
2013-09-11,30,885.0
2013-09-11,31,38.0
2013-09-11,32,11.0
2013-09-11,33,16.0
2013-09-11,35,14.0
2013-09-11,37,340.0
2013-09-11,38,75.0
2013-09-11,40,1395.0
2013-09-11,41,51.0
2013-09-11,43,46.0
2013-09-11,45,10.0
2013-09-11,49,35.0
2013-09-11,54,4.0
2013-09-11,55,538.0
2013-09-11,56,9.0
2013-09-11,57,59.0
2013-09-11,58,35.0
2013-09-11,59,9.0
2013-09-11,60,3.0
2013-09-11,61,5.0
2013-09-11,62,53.0
2013-09-11,63,51.0
2013-09-11,64,69.0
2013-09-11,65,96.0
2013-09-11,66,27.0
2013-09-11,67,68.0
2013-09-11,68,1.0
2013-09-11,69,40.0
2013-09-11,70,40.0
2013-09-11,71,371.0
2013-09-11,72,44.0
2013-09-11,73,10.0
2013-09-11,75,91.0
2013-09-11,76,20.0
2013-09-11,77,5.0
2013-09-11,82,9.0
2013-09-11,83,6.0
2013-09-12,2,35.0
2013-09-12,3,103.0
2013-09-12,4,2.0
2013-09-12,5,21.0
2013-09-12,6,21.0
2013-09-12,9,26.0
2013-09-12,11,13.0
2013-09-12,12,9.0
2013-09-12,14,9.0
2013-09-12,15,7.0
2013-09-12,17,2.0
2013-09-12,19,224.0
2013-09-12,20,58.0
2013-09-12,21,9.0
2013-09-12,22,40.0
2013-09-12,23,127.0
2013-09-12,25,14.0
2013-09-12,28,113.0
2013-09-12,29,35.0
2013-09-12,30,307.0
2013-09-12,31,15.0
2013-09-12,32,21.0
2013-09-12,33,5.0
2013-09-12,35,22.0
2013-09-12,37,180.0
2013-09-12,38,20.0
2013-09-12,39,1.0
2013-09-12,40,515.0
2013-09-12,41,27.0
2013-09-12,43,31.0
2013-09-12,45,7.0
2013-09-12,49,31.0
2013-09-12,54,9.0
2013-09-12,55,271.0
2013-09-12,56,4.0
2013-09-12,57,32.0
2013-09-12,58,22.0
2013-09-12,59,5.0
2013-09-12,61,1.0
2013-09-12,62,39.0
2013-09-12,63,38.0
2013-09-12,64,24.0
2013-09-12,65,41.0
2013-09-12,66,5.0
2013-09-12,67,43.0
2013-09-12,69,32.0
2013-09-12,70,17.0
2013-09-12,71,188.0
2013-09-12,72,36.0
2013-09-12,73,13.0
2013-09-12,75,58.0
2013-09-12,76,5.0
2013-09-12,77,2.0
2013-09-12,78,2.0
2013-09-12,79,1.0
2013-09-12,82,7.0
2013-09-12,83,4.0
2013-09-13,2,19.0
2013-09-13,3,9.0
2013-09-13,4,3.0
2013-09-13,5,11.0
2013-09-13,6,26.0
2013-09-13,9,1.0
2013-09-13,11,12.0
2013-09-13,14,2.0
2013-09-13,15,7.0
2013-09-13,19,367.0
2013-09-13,21,28.0
2013-09-13,22,41.0
2013-09-13,23,172.0
2013-09-13,25,17.0
2013-09-13,28,256.0
2013-09-13,29,29.0
2013-09-13,30,530.0
2013-09-13,31,14.0
2013-09-13,32,6.0
2013-09-13,33,8.0
2013-09-13,35,14.0
2013-09-13,37,308.0
2013-09-13,38,33.0
2013-09-13,39,2.0
2013-09-13,40,841.0
2013-09-13,41,25.0
2013-09-13,43,25.0
2013-09-13,45,5.0
2013-09-13,49,24.0
2013-09-13,55,368.0
2013-09-13,56,10.0
2013-09-13,57,29.0
2013-09-13,58,10.0
2013-09-13,59,9.0
2013-09-13,60,1.0
2013-09-13,61,1.0
2013-09-13,62,45.0
2013-09-13,63,34.0
2013-09-13,64,28.0
2013-09-13,65,29.0
2013-09-13,66,6.0
2013-09-13,67,30.0
2013-09-13,68,1.0
2013-09-13,69,23.0
2013-09-13,70,38.0
2013-09-13,71,223.0
2013-09-13,72,15.0
2013-09-13,73,20.0
2013-09-13,75,66.0
2013-09-13,76,3.0
2013-09-13,77,6.0
2013-09-13,78,3.0
2013-09-13,79,3.0
2013-09-13,81,1.0
2013-09-13,82,26.0
2013-09-13,83,7.0
2013-09-14,2,36.0
2013-09-14,3,16.0
2013-09-14,4,5.0
2013-09-14,5,10.0
2013-09-14,6,28.0
2013-09-14,9,1.0
2013-09-14,11,17.0
2013-09-14,14,4.0
2013-09-14,15,15.0
2013-09-14,19,521.0
2013-09-14,21,77.0
2013-09-14,22,35.0
2013-09-14,23,281.0
2013-09-14,25,23.0
2013-09-14,28,389.0
2013-09-14,29,25.0
2013-09-14,30,859.0
2013-09-14,31,15.0
2013-09-14,32,11.0
2013-09-14,33,14.0
2013-09-14,35,37.0
2013-09-14,37,381.0
2013-09-14,38,43.0
2013-09-14,39,6.0
2013-09-14,40,1303.0
2013-09-14,41,50.0
2013-09-14,43,43.0
2013-09-14,45,13.0
2013-09-14,49,19.0
2013-09-14,54,1.0
2013-09-14,55,542.0
2013-09-14,56,20.0
2013-09-14,57,40.0
2013-09-14,58,14.0
2013-09-14,59,9.0
2013-09-14,60,4.0
2013-09-14,61,1.0
2013-09-14,62,60.0
2013-09-14,63,42.0
2013-09-14,64,50.0
2013-09-14,65,128.0
2013-09-14,66,10.0
2013-09-14,67,52.0
2013-09-14,69,60.0
2013-09-14,70,44.0
2013-09-14,71,372.0
2013-09-14,72,42.0
2013-09-14,73,25.0
2013-09-14,75,60.0
2013-09-14,76,1.0
2013-09-14,77,6.0
2013-09-14,78,7.0
2013-09-14,79,2.0
2013-09-14,82,14.0
2013-09-14,83,12.0
2013-09-15,2,38.0
2013-09-15,3,14.0
2013-09-15,4,7.0
2013-09-15,5,17.0
2013-09-15,6,28.0
2013-09-15,11,19.0
2013-09-15,14,6.0
2013-09-15,15,8.0
2013-09-15,19,401.0
2013-09-15,21,66.0
2013-09-15,22,43.0
2013-09-15,23,220.0
2013-09-15,25,28.0
2013-09-15,28,305.0
2013-09-15,29,17.0
2013-09-15,30,801.0
2013-09-15,31,25.0
2013-09-15,32,15.0
2013-09-15,33,13.0
2013-09-15,35,37.0
2013-09-15,37,371.0
2013-09-15,38,38.0
2013-09-15,39,1.0
2013-09-15,40,986.0
2013-09-15,41,40.0
2013-09-15,43,34.0
2013-09-15,45,2.0
2013-09-15,49,13.0
2013-09-15,55,486.0
2013-09-15,56,10.0
2013-09-15,57,41.0
2013-09-15,58,18.0
2013-09-15,59,10.0
2013-09-15,60,3.0
2013-09-15,61,3.0
2013-09-15,62,45.0
2013-09-15,63,33.0
2013-09-15,64,39.0
2013-09-15,65,76.0
2013-09-15,66,10.0
2013-09-15,67,48.0
2013-09-15,69,49.0
2013-09-15,70,49.0
2013-09-15,71,322.0
2013-09-15,72,33.0
2013-09-15,73,5.0
2013-09-15,75,66.0
2013-09-15,76,5.0
2013-09-15,77,4.0
2013-09-15,78,4.0
2013-09-15,79,3.0
2013-09-15,81,1.0
2013-09-15,82,49.0
2013-09-15,83,7.0
2013-09-16,2,13.0
2013-09-16,3,11.0
2013-09-16,4,2.0
2013-09-16,5,14.0
2013-09-16,6,15.0
2013-09-16,9,5.0
2013-09-16,11,8.0
2013-09-16,14,4.0
2013-09-16,15,4.0
2013-09-16,19,254.0
2013-09-16,21,17.0
2013-09-16,22,22.0
2013-09-16,23,133.0
2013-09-16,25,12.0
2013-09-16,28,149.0
2013-09-16,29,9.0
2013-09-16,30,415.0
2013-09-16,31,17.0
2013-09-16,32,8.0
2013-09-16,33,8.0
2013-09-16,35,30.0
2013-09-16,37,195.0
2013-09-16,38,37.0
2013-09-16,40,542.0
2013-09-16,41,22.0
2013-09-16,43,17.0
2013-09-16,45,4.0
2013-09-16,49,25.0
2013-09-16,55,350.0
2013-09-16,56,5.0
2013-09-16,57,31.0
2013-09-16,58,9.0
2013-09-16,59,10.0
2013-09-16,60,1.0
2013-09-16,62,29.0
2013-09-16,63,13.0
2013-09-16,64,13.0
2013-09-16,65,54.0
2013-09-16,66,4.0
2013-09-16,67,32.0
2013-09-16,68,1.0
2013-09-16,69,23.0
2013-09-16,70,17.0
2013-09-16,71,155.0
2013-09-16,72,9.0
2013-09-16,73,19.0
2013-09-16,75,70.0
2013-09-16,76,6.0
2013-09-16,77,3.0
2013-09-16,78,5.0
2013-09-16,79,1.0
2013-09-16,81,1.0
2013-09-16,82,40.0
2013-09-16,83,7.0
2013-09-17,2,20.0
2013-09-17,3,18.0
2013-09-17,4,2.0
2013-09-17,5,7.0
2013-09-17,6,26.0
2013-09-17,9,7.0
2013-09-17,11,20.0
2013-09-17,14,2.0
2013-09-17,15,10.0
2013-09-17,19,2691.0
2013-09-17,21,8.0
2013-09-17,22,19.0
2013-09-17,23,1320.0
2013-09-17,25,13.0
2013-09-17,28,151.0
2013-09-17,29,18.0
2013-09-17,30,422.0
2013-09-17,31,10.0
2013-09-17,32,14.0
2013-09-17,33,19.0
2013-09-17,35,61.0
2013-09-17,37,216.0
2013-09-17,38,18.0
2013-09-17,39,1.0
2013-09-17,40,526.0
2013-09-17,41,21.0
2013-09-17,43,30.0
2013-09-17,45,1.0
2013-09-17,49,56.0
2013-09-17,55,311.0
2013-09-17,56,2.0
2013-09-17,57,37.0
2013-09-17,58,13.0
2013-09-17,59,9.0
2013-09-17,60,1.0
2013-09-17,62,36.0
2013-09-17,63,12.0
2013-09-17,64,19.0
2013-09-17,65,55.0
2013-09-17,66,3.0
2013-09-17,67,29.0
2013-09-17,69,32.0
2013-09-17,70,22.0
2013-09-17,71,369.0
2013-09-17,72,12.0
2013-09-17,73,22.0
2013-09-17,75,71.0
2013-09-17,76,2.0
2013-09-17,77,7.0
2013-09-17,78,6.0
2013-09-17,81,2.0
2013-09-17,82,20.0
2013-09-17,83,13.0
2013-09-18,2,28.0
2013-09-18,3,20.0
2013-09-18,4,5.0
2013-09-18,5,4.0
2013-09-18,6,18.0
2013-09-18,9,6.0
2013-09-18,11,16.0
2013-09-18,14,1.0
2013-09-18,15,8.0
2013-09-18,19,2129.0
2013-09-18,21,18.0
2013-09-18,22,25.0
2013-09-18,23,987.0
2013-09-18,25,15.0
2013-09-18,28,148.0
2013-09-18,29,16.0
2013-09-18,30,399.0
2013-09-18,31,24.0
2013-09-18,32,9.0
2013-09-18,33,10.0
2013-09-18,35,19.0
2013-09-18,37,195.0
2013-09-18,38,20.0
2013-09-18,39,1.0
2013-09-18,40,491.0
2013-09-18,41,24.0
2013-09-18,43,15.0
2013-09-18,45,6.0
2013-09-18,49,24.0
2013-09-18,54,4.0
2013-09-18,55,295.0
2013-09-18,56,2.0
2013-09-18,57,26.0
2013-09-18,58,14.0
2013-09-18,59,12.0
2013-09-18,60,1.0
2013-09-18,61,1.0
2013-09-18,62,24.0
2013-09-18,63,28.0
2013-09-18,64,14.0
2013-09-18,65,55.0
2013-09-18,66,11.0
2013-09-18,67,28.0
2013-09-18,69,25.0
2013-09-18,70,30.0
2013-09-18,71,244.0
2013-09-18,72,13.0
2013-09-18,73,19.0
2013-09-18,75,63.0
2013-09-18,76,1.0
2013-09-18,77,3.0
2013-09-18,79,4.0
2013-09-18,81,2.0
2013-09-18,82,9.0
2013-09-18,83,9.0
2013-09-19,2,18.0
2013-09-19,3,17.0
2013-09-19,5,7.0
2013-09-19,6,21.0
2013-09-19,9,10.0
2013-09-19,11,13.0
2013-09-19,14,3.0
2013-09-19,15,6.0
2013-09-19,19,716.0
2013-09-19,21,20.0
2013-09-19,22,20.0
2013-09-19,23,361.0
2013-09-19,25,30.0
2013-09-19,28,119.0
2013-09-19,29,14.0
2013-09-19,30,375.0
2013-09-19,31,20.0
2013-09-19,32,10.0
2013-09-19,33,11.0
2013-09-19,35,13.0
2013-09-19,37,258.0
2013-09-19,38,59.0
2013-09-19,40,582.0
2013-09-19,41,48.0
2013-09-19,43,20.0
2013-09-19,45,4.0
2013-09-19,49,41.0
2013-09-19,54,1.0
2013-09-19,55,316.0
2013-09-19,56,4.0
2013-09-19,57,31.0
2013-09-19,58,7.0
2013-09-19,59,6.0
2013-09-19,61,1.0
2013-09-19,62,23.0
2013-09-19,63,22.0
2013-09-19,64,17.0
2013-09-19,65,100.0
2013-09-19,66,1.0
2013-09-19,67,38.0
2013-09-19,68,1.0
2013-09-19,69,11.0
2013-09-19,70,22.0
2013-09-19,71,196.0
2013-09-19,72,13.0
2013-09-19,73,21.0
2013-09-19,75,53.0
2013-09-19,76,7.0
2013-09-19,77,3.0
2013-09-19,78,5.0
2013-09-19,79,1.0
2013-09-19,81,1.0
2013-09-19,82,12.0
2013-09-19,83,7.0
2013-09-20,2,23.0
2013-09-20,3,19.0
2013-09-20,4,1.0
2013-09-20,5,10.0
2013-09-20,6,28.0
2013-09-20,9,1.0
2013-09-20,11,20.0
2013-09-20,14,3.0
2013-09-20,15,13.0
2013-09-20,19,919.0
2013-09-20,21,28.0
2013-09-20,22,21.0
2013-09-20,23,533.0
2013-09-20,25,9.0
2013-09-20,28,122.0
2013-09-20,29,14.0
2013-09-20,30,500.0
2013-09-20,31,29.0
2013-09-20,32,8.0
2013-09-20,33,11.0
2013-09-20,35,11.0
2013-09-20,37,398.0
2013-09-20,38,70.0
2013-09-20,40,900.0
2013-09-20,41,52.0
2013-09-20,43,39.0
2013-09-20,45,3.0
2013-09-20,49,35.0
2013-09-20,54,3.0
2013-09-20,55,450.0
2013-09-20,56,8.0
2013-09-20,57,31.0
2013-09-20,58,9.0
2013-09-20,59,11.0
2013-09-20,60,3.0
2013-09-20,62,43.0
2013-09-20,63,37.0
2013-09-20,64,22.0
2013-09-20,65,79.0
2013-09-20,66,6.0
2013-09-20,67,44.0
2013-09-20,68,2.0
2013-09-20,69,26.0
2013-09-20,70,29.0
2013-09-20,71,292.0
2013-09-20,72,13.0
2013-09-20,73,20.0
2013-09-20,75,53.0
2013-09-20,76,8.0
2013-09-20,77,7.0
2013-09-20,78,5.0
2013-09-20,79,4.0
2013-09-20,82,15.0
2013-09-20,83,12.0
2013-09-21,2,50.0
2013-09-21,3,29.0
2013-09-21,4,4.0
2013-09-21,5,13.0
2013-09-21,6,44.0
2013-09-21,11,31.0
2013-09-21,14,5.0
2013-09-21,15,18.0
2013-09-21,19,979.0
2013-09-21,21,76.0
2013-09-21,22,38.0
2013-09-21,23,406.0
2013-09-21,25,39.0
2013-09-21,28,211.0
2013-09-21,29,13.0
2013-09-21,30,814.0
2013-09-21,31,13.0
2013-09-21,32,14.0
2013-09-21,33,13.0
2013-09-21,35,15.0
2013-09-21,37,457.0
2013-09-21,38,76.0
2013-09-21,40,1475.0
2013-09-21,41,56.0
2013-09-21,43,43.0
2013-09-21,45,8.0
2013-09-21,49,26.0
2013-09-21,55,518.0
2013-09-21,56,12.0
2013-09-21,57,66.0
2013-09-21,58,18.0
2013-09-21,59,14.0
2013-09-21,60,4.0
2013-09-21,62,68.0
2013-09-21,63,54.0
2013-09-21,64,61.0
2013-09-21,65,124.0
2013-09-21,66,18.0
2013-09-21,67,84.0
2013-09-21,69,48.0
2013-09-21,70,58.0
2013-09-21,71,417.0
2013-09-21,72,28.0
2013-09-21,73,15.0
2013-09-21,75,72.0
2013-09-21,76,3.0
2013-09-21,77,8.0
2013-09-21,78,4.0
2013-09-21,82,20.0
2013-09-21,83,18.0
2013-09-22,2,30.0
2013-09-22,3,15.0
2013-09-22,4,7.0
2013-09-22,5,9.0
2013-09-22,6,33.0
2013-09-22,11,31.0
2013-09-22,14,3.0
2013-09-22,15,8.0
2013-09-22,19,505.0
2013-09-22,21,55.0
2013-09-22,22,37.0
2013-09-22,23,282.0
2013-09-22,25,34.0
2013-09-22,28,206.0
2013-09-22,29,12.0
2013-09-22,30,672.0
2013-09-22,31,21.0
2013-09-22,32,20.0
2013-09-22,33,13.0
2013-09-22,35,25.0
2013-09-22,37,366.0
2013-09-22,38,50.0
2013-09-22,40,1017.0
2013-09-22,41,53.0
2013-09-22,43,34.0
2013-09-22,45,6.0
2013-09-22,49,19.0
2013-09-22,54,5.0
2013-09-22,55,490.0
2013-09-22,56,8.0
2013-09-22,57,37.0
2013-09-22,58,9.0
2013-09-22,59,7.0
2013-09-22,60,1.0
2013-09-22,62,42.0
2013-09-22,63,23.0
2013-09-22,64,23.0
2013-09-22,65,119.0
2013-09-22,66,16.0
2013-09-22,67,63.0
2013-09-22,69,28.0
2013-09-22,70,53.0
2013-09-22,71,309.0
2013-09-22,72,17.0
2013-09-22,73,11.0
2013-09-22,75,62.0
2013-09-22,76,9.0
2013-09-22,77,3.0
2013-09-22,78,1.0
2013-09-22,79,5.0
2013-09-22,81,1.0
2013-09-22,82,22.0
2013-09-22,83,9.0
2013-09-23,2,23.0
2013-09-23,3,9.0
2013-09-23,5,7.0
2013-09-23,6,22.0
2013-09-23,9,11.0
2013-09-23,11,20.0
2013-09-23,14,2.0
2013-09-23,15,9.0
2013-09-23,19,416.0
2013-09-23,21,27.0
2013-09-23,22,12.0
2013-09-23,23,226.0
2013-09-23,25,14.0
2013-09-23,28,107.0
2013-09-23,29,6.0
2013-09-23,30,357.0
2013-09-23,31,12.0
2013-09-23,32,7.0
2013-09-23,33,10.0
2013-09-23,35,9.0
2013-09-23,37,197.0
2013-09-23,38,28.0
2013-09-23,40,529.0
2013-09-23,41,26.0
2013-09-23,43,14.0
2013-09-23,49,39.0
2013-09-23,54,2.0
2013-09-23,55,239.0
2013-09-23,56,7.0
2013-09-23,57,20.0
2013-09-23,58,2.0
2013-09-23,59,7.0
2013-09-23,62,19.0
2013-09-23,63,14.0
2013-09-23,64,18.0
2013-09-23,65,50.0
2013-09-23,66,1.0
2013-09-23,67,24.0
2013-09-23,69,16.0
2013-09-23,70,14.0
2013-09-23,71,143.0
2013-09-23,72,16.0
2013-09-23,73,19.0
2013-09-23,75,50.0
2013-09-23,76,6.0
2013-09-23,77,3.0
2013-09-23,78,1.0
2013-09-23,79,1.0
2013-09-23,82,19.0
2013-09-23,83,8.0
2013-09-24,2,24.0
2013-09-24,3,20.0
2013-09-24,4,3.0
2013-09-24,5,11.0
2013-09-24,6,18.0
2013-09-24,9,5.0
2013-09-24,11,20.0
2013-09-24,14,4.0
2013-09-24,15,5.0
2013-09-24,19,854.0
2013-09-24,21,19.0
2013-09-24,22,11.0
2013-09-24,23,505.0
2013-09-24,25,15.0
2013-09-24,28,112.0
2013-09-24,29,11.0
2013-09-24,30,677.0
2013-09-24,31,27.0
2013-09-24,32,11.0
2013-09-24,33,5.0
2013-09-24,35,17.0
2013-09-24,37,169.0
2013-09-24,38,31.0
2013-09-24,39,1.0
2013-09-24,40,571.0
2013-09-24,41,35.0
2013-09-24,43,24.0
2013-09-24,45,3.0
2013-09-24,49,21.0
2013-09-24,54,1.0
2013-09-24,55,258.0
2013-09-24,56,8.0
2013-09-24,57,41.0
2013-09-24,58,22.0
2013-09-24,59,8.0
2013-09-24,60,1.0
2013-09-24,61,1.0
2013-09-24,62,16.0
2013-09-24,63,19.0
2013-09-24,64,14.0
2013-09-24,65,33.0
2013-09-24,67,18.0
2013-09-24,69,13.0
2013-09-24,70,15.0
2013-09-24,71,174.0
2013-09-24,72,8.0
2013-09-24,73,14.0
2013-09-24,75,48.0
2013-09-24,76,4.0
2013-09-24,77,2.0
2013-09-24,78,19.0
2013-09-24,79,2.0
2013-09-24,82,14.0
2013-09-24,83,3.0
2013-09-25,2,24.0
2013-09-25,3,10.0
2013-09-25,4,2.0
2013-09-25,5,11.0
2013-09-25,6,23.0
2013-09-25,9,3.0
2013-09-25,11,22.0
2013-09-25,14,2.0
2013-09-25,15,6.0
2013-09-25,19,545.0
2013-09-25,21,21.0
2013-09-25,22,23.0
2013-09-25,23,305.0
2013-09-25,25,13.0
2013-09-25,28,97.0
2013-09-25,29,11.0
2013-09-25,30,479.0
2013-09-25,31,16.0
2013-09-25,32,8.0
2013-09-25,33,7.0
2013-09-25,35,21.0
2013-09-25,37,117.0
2013-09-25,38,30.0
2013-09-25,39,2.0
2013-09-25,40,616.0
2013-09-25,41,22.0
2013-09-25,43,23.0
2013-09-25,45,5.0
2013-09-25,49,35.0
2013-09-25,54,7.0
2013-09-25,55,268.0
2013-09-25,56,6.0
2013-09-25,57,32.0
2013-09-25,58,15.0
2013-09-25,59,7.0
2013-09-25,60,2.0
2013-09-25,62,22.0
2013-09-25,63,29.0
2013-09-25,64,16.0
2013-09-25,65,29.0
2013-09-25,66,30.0
2013-09-25,67,43.0
2013-09-25,69,23.0
2013-09-25,70,34.0
2013-09-25,71,196.0
2013-09-25,72,13.0
2013-09-25,73,18.0
2013-09-25,75,62.0
2013-09-25,76,5.0
