date,category,shop_id,item_id,item_cnt_day
2013-07-16,58,650,161978,20.0
2013-07-16,59,704,148740,20.0
2013-07-16,60,56,6614,2.0
2013-07-16,62,1292,545533,38.0
2013-07-16,63,2550,1008845,83.0
2013-07-16,64,1040,452001,28.0
2013-07-16,65,1689,786078,64.0
2013-07-16,66,184,90026,7.0
2013-07-16,67,907,243211,27.0
2013-07-16,68,25,17462,1.0
2013-07-16,69,659,257435,19.0
2013-07-16,70,450,159724,16.0
2013-07-16,71,1082,691317,181.0
2013-07-16,72,445,380796,19.0
2013-07-16,73,531,11519,20.0
2013-07-16,75,1381,242653,55.0
2013-07-16,76,220,13179,4.0
2013-07-16,77,191,2611,4.0
2013-07-16,78,55,525,1.0
2013-07-16,79,35,17717,1.0
2013-07-16,81,212,66757,6.0
2013-07-16,82,775,240276,58.0
2013-07-16,83,356,198799,15.0
2013-07-17,2,370,69554,11.0
2013-07-17,3,202,78426,6.0
2013-07-17,4,182,26420,4.0
2013-07-17,5,626,83870,15.0
2013-07-17,6,483,132343,18.0
2013-07-17,9,36,34107,4.0
2013-07-17,11,195,101037,8.0
2013-07-17,14,154,46950,4.0
2013-07-17,15,222,58554,6.0
2013-07-17,19,5846,1217465,205.0
2013-07-17,21,1658,283406,53.0
2013-07-17,22,1615,205937,45.0
2013-07-17,23,3249,479208,104.0
2013-07-17,25,241,59354,9.0
2013-07-17,28,3895,818484,144.0
2013-07-17,29,191,32560,6.0
2013-07-17,30,14108,2504154,509.0
2013-07-17,31,660,96693,16.0
2013-07-17,33,537,119683,15.0
2013-07-17,35,201,40751,8.0
2013-07-17,37,8587,4067767,268.0
2013-07-17,38,1982,858265,59.0
2013-07-17,40,25232,10673139,751.0
2013-07-17,41,1020,430446,29.0
2013-07-17,43,1025,582492,40.0
2013-07-17,45,444,4008,15.0
2013-07-17,49,410,126923,14.0
2013-07-17,54,55,798,2.0
2013-07-17,55,13849,4288703,442.0
2013-07-17,56,315,18660,8.0
2013-07-17,57,1134,513923,37.0
2013-07-17,58,185,48164,11.0
2013-07-17,59,134,42426,7.0
2013-07-17,60,47,16987,2.0
2013-07-17,61,12,21082,1.0
2013-07-17,62,1279,507857,43.0
2013-07-17,63,1855,919233,73.0
2013-07-17,64,1349,661161,42.0
2013-07-17,65,1746,701666,62.0
2013-07-17,66,670,267356,19.0
2013-07-17,67,1401,328106,45.0
2013-07-17,69,501,232904,16.0
2013-07-17,70,629,164428,15.0
2013-07-17,71,1259,837960,225.0
2013-07-17,72,664,410482,21.0
2013-07-17,73,363,8616,17.0
2013-07-17,75,1479,241493,45.0
2013-07-17,76,110,9025,3.0
2013-07-17,77,647,9943,16.0
2013-07-17,79,45,17717,1.0
2013-07-17,81,88,40044,3.0
2013-07-17,82,576,200251,32.0
2013-07-17,83,269,176705,12.0
2013-07-18,2,649,116853,12.0
2013-07-18,3,197,117639,11.0
2013-07-18,4,75,18784,2.0
2013-07-18,5,194,33497,6.0
2013-07-18,6,484,109501,17.0
2013-07-18,9,24,22742,2.0
2013-07-18,11,398,155036,12.0
2013-07-18,15,147,57931,7.0
2013-07-18,19,6612,1350733,224.0
2013-07-18,21,1706,282308,45.0
2013-07-18,22,1159,198176,39.0
2013-07-18,23,3594,491862,99.0
2013-07-18,25,423,65927,10.0
2013-07-18,28,3954,719761,144.0
2013-07-18,29,261,29847,9.0
2013-07-18,30,13390,2543184,469.0
2013-07-18,31,605,59914,13.0
2013-07-18,33,606,151589,20.0
2013-07-18,35,203,40749,9.0
2013-07-18,37,7181,3181139,214.0
2013-07-18,38,1327,523325,40.0
2013-07-18,40,23659,9705448,682.0
2013-07-18,41,1061,427846,32.0
2013-07-18,43,1019,452297,35.0
2013-07-18,45,38,210,1.0
2013-07-18,49,662,296149,29.0
2013-07-18,54,55,798,1.0
2013-07-18,55,14240,4076128,438.0
2013-07-18,56,110,15385,4.0
2013-07-18,57,1823,651227,52.0
2013-07-18,58,138,42421,7.0
2013-07-18,59,400,146418,16.0
2013-07-18,60,72,8561,2.0
2013-07-18,61,31,20983,1.0
2013-07-18,62,1299,503510,36.0
2013-07-18,63,1857,814176,61.0
2013-07-18,64,857,388255,27.0
2013-07-18,65,1465,629770,53.0
2013-07-18,66,99,42266,3.0
2013-07-18,67,1406,180921,38.0
2013-07-18,69,499,175092,13.0
2013-07-18,70,662,200937,20.0
2013-07-18,71,1252,817011,201.0
2013-07-18,72,267,200844,11.0
2013-07-18,73,380,23428,21.0
2013-07-18,75,1117,207161,42.0
2013-07-18,76,110,6183,3.0
2013-07-18,77,317,4961,8.0
2013-07-18,81,44,40038,3.0
2013-07-18,82,525,213585,28.0
2013-07-18,83,425,309241,18.0
2013-07-19,2,483,111324,18.0
2013-07-19,3,219,104568,11.0
2013-07-19,4,277,47191,7.0
2013-07-19,5,291,50329,9.0
2013-07-19,6,668,189945,27.0
2013-07-19,9,24,22735,3.0
2013-07-19,11,222,107749,9.0
2013-07-19,13,53,6666,1.0
2013-07-19,14,86,26861,2.0
2013-07-19,15,348,101220,10.0
2013-07-19,19,7226,1398775,244.0
2013-07-19,21,2191,443998,66.0
2013-07-19,22,1003,141780,30.0
2013-07-19,23,3836,562826,124.0
2013-07-19,25,818,138444,21.0
2013-07-19,28,3986,849816,155.0
2013-07-19,29,155,47210,5.0
2013-07-19,30,12137,2418811,441.0
2013-07-19,31,990,137340,23.0
2013-07-19,33,305,79781,8.0
2013-07-19,35,363,69860,12.0
2013-07-19,37,11098,4861045,347.0
2013-07-19,38,891,493481,30.0
2013-07-19,40,23910,10509684,749.0
2013-07-19,41,1094,507667,38.0
2013-07-19,43,747,263870,23.0
2013-07-19,44,55,150,1.0
2013-07-19,45,123,1663,6.0
2013-07-19,49,711,332670,38.0
2013-07-19,54,55,838,1.0
2013-07-19,55,14375,4194866,444.0
2013-07-19,56,137,22974,7.0
2013-07-19,57,1816,652354,50.0
2013-07-19,58,384,52426,10.0
2013-07-19,59,352,95676,13.0
2013-07-19,60,66,22699,2.0
2013-07-19,61,105,63247,3.0
2013-07-19,62,978,378995,26.0
2013-07-19,63,1861,799818,60.0
2013-07-19,64,1298,596284,37.0
2013-07-19,65,2390,1000512,81.0
2013-07-19,66,198,110552,10.0
2013-07-19,67,1594,247743,55.0
2013-07-19,68,31,17559,1.0
2013-07-19,69,459,168600,13.0
2013-07-19,70,717,210495,24.0
2013-07-19,71,1189,733215,225.0
2013-07-19,72,565,324386,14.0
2013-07-19,73,648,10891,22.0
2013-07-19,75,1054,178748,41.0
2013-07-19,77,361,7067,11.0
2013-07-19,78,165,17504,4.0
2013-07-19,79,35,53151,3.0
2013-07-19,81,6,13355,1.0
2013-07-19,82,632,186880,34.0
2013-07-19,83,698,397612,38.0
2013-07-20,2,891,205279,32.0
2013-07-20,3,507,182994,16.0
2013-07-20,4,172,43248,5.0
2013-07-20,5,606,94992,17.0
2013-07-20,6,967,200128,29.0
2013-07-20,11,621,181851,15.0
2013-07-20,14,141,53712,4.0
2013-07-20,15,309,71361,8.0
2013-07-20,19,9062,2009403,333.0
2013-07-20,21,2009,414959,65.0
2013-07-20,22,1389,217926,44.0
2013-07-20,23,4891,689529,158.0
2013-07-20,25,895,171400,26.0
2013-07-20,28,4875,967053,175.0
2013-07-20,29,365,70946,13.0
2013-07-20,30,17085,3466187,620.0
2013-07-20,31,1100,144985,25.0
2013-07-20,33,314,63835,8.0
2013-07-20,35,356,75682,13.0
2013-07-20,37,15443,6917985,482.0
2013-07-20,38,2021,740982,52.0
2013-07-20,40,39006,15583450,1155.0
2013-07-20,41,1661,605525,44.0
2013-07-20,43,1630,636812,47.0
2013-07-20,45,197,1209,6.0
2013-07-20,49,566,229338,19.0
2013-07-20,54,55,838,1.0
2013-07-20,55,20055,5158348,595.0
2013-07-20,56,385,81792,20.0
2013-07-20,57,2257,817632,62.0
2013-07-20,58,302,64030,12.0
2013-07-20,59,995,252646,29.0
2013-07-20,60,52,21972,3.0
2013-07-20,62,1420,625540,47.0
2013-07-20,63,1984,870854,73.0
2013-07-20,64,1696,727063,48.0
2013-07-20,65,2328,1130840,94.0
2013-07-20,66,293,248330,16.0
2013-07-20,67,1431,290627,48.0
2013-07-20,69,1227,454429,38.0
2013-07-20,70,397,156636,18.0
2013-07-20,71,1316,879858,311.0
2013-07-20,72,306,245707,12.0
2013-07-20,73,304,4540,8.0
2013-07-20,75,1166,220997,45.0
2013-07-20,76,55,492,1.0
2013-07-20,77,98,1377,2.0
2013-07-20,79,31,17717,3.0
2013-07-20,81,96,26701,2.0
2013-07-20,82,332,133502,24.0
2013-07-20,83,270,198797,15.0
2013-07-21,2,790,181255,26.0
2013-07-21,3,399,143781,12.0
2013-07-21,4,303,71600,11.0
2013-07-21,5,274,50318,9.0
2013-07-21,6,550,149089,18.0
2013-07-21,11,483,134879,10.0
2013-07-21,13,27,6666,1.0
2013-07-21,14,97,67141,5.0
2013-07-21,15,219,65795,7.0
2013-07-21,19,7227,1447147,262.0
2013-07-21,21,2848,532073,86.0
2013-07-21,22,1233,209198,38.0
2013-07-21,23,4514,678073,136.0
2013-07-21,25,840,184637,28.0
2013-07-21,28,4147,824343,153.0
2013-07-21,29,156,30038,5.0
2013-07-21,30,16486,3345509,618.0
2013-07-21,31,880,92087,16.0
2013-07-21,33,334,63827,9.0
2013-07-21,35,305,75683,20.0
2013-07-21,37,11880,4955285,358.0
2013-07-21,38,1358,634170,44.0
2013-07-21,40,38260,15686065,1160.0
2013-07-21,41,1040,407581,28.0
2013-07-21,43,1988,825064,61.0
2013-07-21,45,517,3597,14.0
2013-07-21,49,432,118023,12.0
2013-07-21,55,16976,4809316,508.0
2013-07-21,56,282,35233,11.0
2013-07-21,57,1841,607243,48.0
2013-07-21,58,326,53139,10.0
2013-07-21,59,926,223905,29.0
2013-07-21,60,91,27588,4.0
2013-07-21,62,1311,433599,36.0
2013-07-21,63,2499,1064167,87.0
2013-07-21,64,936,419537,27.0
2013-07-21,65,2372,1013140,90.0
2013-07-21,66,354,227601,20.0
2013-07-21,67,2346,463565,67.0
2013-07-21,69,833,351372,26.0
2013-07-21,70,626,269165,28.0
2013-07-21,71,1318,879858,287.0
2013-07-21,72,543,261476,13.0
2013-07-21,73,183,3416,6.0
2013-07-21,75,1650,239501,53.0
2013-07-21,77,365,7699,12.0
2013-07-21,81,96,40041,4.0
2013-07-21,82,314,106797,24.0
2013-07-21,83,456,287152,19.0
2013-07-22,2,648,152322,24.0
2013-07-22,3,159,65355,3.0
2013-07-22,4,21,24466,4.0
2013-07-22,5,181,39140,7.0
2013-07-22,6,780,176178,24.0
2013-07-22,9,36,34104,3.0
2013-07-22,11,303,168444,13.0
2013-07-22,14,80,26862,2.0
2013-07-22,15,132,40179,1.0
2013-07-22,19,6655,1423460,224.0
2013-07-22,21,1627,300133,56.0
2013-07-22,22,674,99311,20.0
2013-07-22,23,4034,529948,118.0
2013-07-22,25,573,79066,12.0
2013-07-22,28,3652,790738,142.0
2013-07-22,29,222,50168,8.0
2013-07-22,30,14483,2959011,550.0
2013-07-22,31,440,65234,11.0
2013-07-22,33,335,71813,9.0
2013-07-22,35,382,69857,13.0
2013-07-22,37,6447,3252254,223.0
2013-07-22,38,1220,682972,45.0
2013-07-22,40,22441,8727579,619.0
2013-07-22,41,954,369090,26.0
2013-07-22,43,943,358423,32.0
2013-07-22,45,202,1690,6.0
2013-07-22,49,743,624643,59.0
2013-07-22,54,165,5461,3.0
2013-07-22,55,12250,3917291,389.0
2013-07-22,56,316,31541,9.0
2013-07-22,57,1008,390860,32.0
2013-07-22,58,349,105736,14.0
2013-07-22,59,209,70487,8.0
2013-07-22,60,94,19886,2.0
2013-07-22,62,982,414336,30.0
2013-07-22,63,1304,582572,46.0
2013-07-22,64,714,354003,22.0
2013-07-22,65,1317,636749,52.0
2013-07-22,66,212,105960,11.0
2013-07-22,67,1326,385797,54.0
2013-07-22,69,457,189154,14.0
2013-07-22,70,588,174692,28.0
2013-07-22,71,1248,817011,224.0
2013-07-22,72,501,287625,12.0
2013-07-22,73,446,9310,18.0
2013-07-22,75,1449,238688,46.0
2013-07-22,76,110,4702,3.0
2013-07-22,77,239,6079,6.0
2013-07-22,79,4,17717,1.0
2013-07-22,81,102,26701,5.0
2013-07-22,82,741,240265,37.0
2013-07-22,83,448,242965,25.0
2013-07-23,2,684,108821,18.0
2013-07-23,3,268,91497,7.0
2013-07-23,4,82,11364,2.0
2013-07-23,5,307,55894,10.0
2013-07-23,6,631,140039,19.0
2013-07-23,9,12,11369,1.0
2013-07-23,11,459,161699,13.0
2013-07-23,14,148,46950,4.0
2013-07-23,15,183,50611,5.0
2013-07-23,19,6872,1497650,247.0
2013-07-23,21,1772,356328,51.0
2013-07-23,22,1192,160010,31.0
2013-07-23,23,4108,547276,117.0
2013-07-23,25,824,118687,18.0
2013-07-23,28,4329,820058,145.0
2013-07-23,29,397,48594,12.0
2013-07-23,30,12092,2499231,457.0
2013-07-23,31,1045,104517,20.0
2013-07-23,33,424,95752,12.0
2013-07-23,35,398,64040,11.0
2013-07-23,37,9146,4738070,316.0
2013-07-23,38,1191,630475,41.0
2013-07-23,40,22244,9403702,665.0
2013-07-23,41,1115,389753,30.0
2013-07-23,43,1201,519777,38.0
2013-07-23,44,220,875,4.0
2013-07-23,45,351,3898,12.0
2013-07-23,49,369,151398,20.0
2013-07-23,55,13532,4001835,387.0
2013-07-23,56,206,25281,7.0
2013-07-23,57,2458,843645,66.0
2013-07-23,58,217,55790,7.0
2013-07-23,59,779,168966,20.0
2013-07-23,60,91,25823,3.0
2013-07-23,62,885,505106,34.0
2013-07-23,63,1517,734181,53.0
2013-07-23,64,1035,516674,32.0
2013-07-23,65,2078,910982,78.0
2013-07-23,66,245,166592,12.0
2013-07-23,67,1385,323076,41.0
2013-07-23,69,684,329105,25.0
2013-07-23,70,434,150220,17.0
2013-07-23,71,1165,775113,186.0
2013-07-23,72,379,226381,11.0
2013-07-23,73,326,31351,16.0
2013-07-23,75,1518,254612,53.0
2013-07-23,76,220,10751,6.0
2013-07-23,77,206,2879,5.0
2013-07-23,78,715,29268,14.0
2013-07-23,79,16,17717,1.0
2013-07-23,82,334,120147,19.0
2013-07-23,83,370,242980,29.0
2013-07-24,2,401,82409,15.0
2013-07-24,3,109,65355,5.0
2013-07-24,4,138,22726,4.0
2013-07-24,5,201,39128,7.0
2013-07-24,6,407,144671,17.0
2013-07-24,9,24,22739,2.0
2013-07-24,11,156,114504,9.0
2013-07-24,14,106,40285,3.0
2013-07-24,15,192,53075,6.0
2013-07-24,19,6497,1346571,215.0
2013-07-24,21,2190,465445,69.0
2013-07-24,22,556,93924,23.0
2013-07-24,23,3593,519043,113.0
2013-07-24,25,414,65960,10.0
2013-07-24,28,3683,786063,138.0
2013-07-24,29,223,33092,7.0
2013-07-24,30,11971,2426610,485.0
2013-07-24,31,715,67550,14.0
2013-07-24,33,321,71808,11.0
2013-07-24,35,523,98964,20.0
2013-07-24,37,11571,5118466,372.0
2013-07-24,38,993,444438,31.0
2013-07-24,40,23144,9671726,673.0
2013-07-24,41,877,451533,29.0
2013-07-24,43,1705,564148,42.0
2013-07-24,45,424,3239,11.0
2013-07-24,49,444,230253,23.0
2013-07-24,55,13480,3863837,416.0
2013-07-24,56,216,26661,7.0
2013-07-24,57,2320,745845,59.0
2013-07-24,58,189,29244,6.0
2013-07-24,59,429,85837,14.0
2013-07-24,60,26,10145,1.0
2013-07-24,62,1284,517473,39.0
2013-07-24,63,1980,764192,62.0
2013-07-24,64,611,282789,19.0
2013-07-24,65,1226,549390,45.0
2013-07-24,66,97,75614,8.0
2013-07-24,67,1186,323439,36.0
2013-07-24,69,429,239142,15.0
2013-07-24,70,475,130142,13.0
2013-07-24,71,1216,817011,188.0
2013-07-24,72,697,389822,19.0
2013-07-24,73,350,6671,15.0
2013-07-24,75,1094,178212,43.0
2013-07-24,76,165,8925,4.0
2013-07-24,77,126,17714,4.0
2013-07-24,78,55,868,1.0
2013-07-24,79,100,53151,3.0
2013-07-24,81,25,13346,2.0
2013-07-24,82,431,160162,23.0
2013-07-24,83,345,176708,11.0
2013-07-25,2,534,85591,15.0
2013-07-25,3,105,52284,4.0
2013-07-25,4,80,31886,3.0
2013-07-25,5,300,50288,9.0
2013-07-25,6,803,204560,26.0
2013-07-25,9,12,11370,2.0
2013-07-25,11,91,40456,3.0
2013-07-25,14,110,53713,4.0
2013-07-25,15,364,68235,9.0
2013-07-25,19,5245,1104598,171.0
2013-07-25,21,1292,197019,38.0
2013-07-25,22,854,119362,28.0
2013-07-25,23,3672,480231,106.0
2013-07-25,25,689,112086,17.0
2013-07-25,28,3505,696751,128.0
2013-07-25,29,248,59955,9.0
2013-07-25,30,11380,2130166,441.0
2013-07-25,31,330,44207,6.0
2013-07-25,33,186,47874,6.0
2013-07-25,35,451,87326,18.0
2013-07-25,37,9385,4238541,289.0
2013-07-25,38,1589,647824,45.0
2013-07-25,40,23840,10283392,723.0
2013-07-25,41,1145,522175,33.0
2013-07-25,43,1925,730242,56.0
2013-07-25,45,363,2250,8.0
2013-07-25,49,607,307549,31.0
2013-07-25,55,12477,3747826,400.0
2013-07-25,56,135,21897,6.0
2013-07-25,57,1701,561432,47.0
2013-07-25,58,439,51858,10.0
2013-07-25,59,622,156622,20.0
2013-07-25,60,14,1142,1.0
2013-07-25,62,1247,560347,36.0
2013-07-25,63,2439,1192490,91.0
2013-07-25,64,1240,580765,36.0
2013-07-25,65,1753,737329,65.0
2013-07-25,66,291,148199,11.0
2013-07-25,67,1097,260759,35.0
2013-07-25,69,488,230993,16.0
2013-07-25,70,644,200300,20.0
2013-07-25,71,1278,837960,245.0
2013-07-25,72,630,412972,20.0
2013-07-25,73,418,35193,22.0
2013-07-25,75,1479,290260,63.0
2013-07-25,76,55,4168,1.0
2013-07-25,77,374,6994,11.0
2013-07-25,78,495,44053,9.0
2013-07-25,79,7,17717,2.0
2013-07-25,82,342,133481,22.0
2013-07-25,83,448,287151,19.0
2013-07-26,2,859,158175,26.0
2013-07-26,3,140,65355,5.0
2013-07-26,4,43,5682,1.0
2013-07-26,5,301,55899,10.0
2013-07-26,6,311,71151,9.0
2013-07-26,9,12,11370,2.0
2013-07-26,11,302,128063,10.0
2013-07-26,14,109,53712,4.0
2013-07-26,15,201,43873,4.0
2013-07-26,19,5888,1330813,211.0
2013-07-26,21,1978,430869,61.0
2013-07-26,22,1021,191683,31.0
2013-07-26,23,3090,473592,109.0
2013-07-26,25,363,65912,10.0
2013-07-26,28,3820,735549,139.0
2013-07-26,29,138,36903,6.0
2013-07-26,30,12230,2311027,404.0
2013-07-26,31,660,54304,35.0
2013-07-26,33,390,95761,12.0
2013-07-26,35,373,64039,12.0
2013-07-26,37,8645,3734261,260.0
2013-07-26,38,1526,675074,45.0
2013-07-26,40,27857,12077626,886.0
2013-07-26,41,1263,521709,39.0
2013-07-26,43,1075,570677,40.0
2013-07-26,45,125,1112,3.0
2013-07-26,46,43,10695,1.0
2013-07-26,49,920,352459,33.0
2013-07-26,54,385,55532,8.0
2013-07-26,55,15977,5051377,503.0
2013-07-26,56,289,25190,9.0
2013-07-26,57,1710,523414,48.0
2013-07-26,58,362,78460,10.0
2013-07-26,59,886,218860,25.0
2013-07-26,60,124,33043,4.0
2013-07-26,62,1155,540617,48.0
2013-07-26,63,2115,915091,77.0
2013-07-26,64,1125,500362,32.0
2013-07-26,65,1492,685945,55.0
2013-07-26,66,185,150065,14.0
2013-07-26,67,1736,256045,52.0
2013-07-26,68,62,34932,2.0
2013-07-26,69,801,334839,24.0
2013-07-26,70,955,227726,29.0
2013-07-26,71,1241,796062,219.0
2013-07-26,72,500,370754,18.0
2013-07-26,73,498,12249,24.0
2013-07-26,75,1419,213610,49.0
2013-07-26,76,55,492,2.0
2013-07-26,77,259,4340,11.0
2013-07-26,79,4,17717,6.0
2013-07-26,82,204,66732,8.0
2013-07-26,83,288,176702,28.0
2013-07-27,2,1182,198983,32.0
2013-07-27,3,188,65355,6.0
2013-07-27,4,102,17044,3.0
2013-07-27,5,660,89439,18.0
2013-07-27,6,456,98268,16.0
2013-07-27,11,320,107891,9.0
2013-07-27,14,252,67134,6.0
2013-07-27,15,214,33503,5.0
2013-07-27,19,8035,1587390,279.0
2013-07-27,21,2314,424620,72.0
2013-07-27,22,1053,172137,36.0
2013-07-27,23,6207,959858,204.0
2013-07-27,25,616,164721,25.0
2013-07-27,28,5310,1099665,212.0
2013-07-27,29,418,97850,14.0
2013-07-27,30,18623,3812237,674.0
2013-07-27,31,1760,171074,40.0
2013-07-27,33,183,55851,7.0
2013-07-27,35,639,116434,23.0
2013-07-27,37,12964,5604731,396.0
2013-07-27,38,2958,1103935,86.0
2013-07-27,40,40661,15915855,1196.0
2013-07-27,41,1115,491722,37.0
2013-07-27,43,1861,623634,52.0
2013-07-27,45,178,1470,7.0
2013-07-27,49,529,236991,23.0
2013-07-27,54,55,798,1.0
2013-07-27,55,22150,6258074,691.0
2013-07-27,56,510,50703,14.0
2013-07-27,57,2490,767214,65.0
2013-07-27,58,369,52919,18.0
2013-07-27,59,1005,188407,28.0
2013-07-27,60,25,10146,1.0
2013-07-27,62,2179,950443,67.0
2013-07-27,63,2452,1008160,90.0
2013-07-27,64,1392,709388,45.0
2013-07-27,65,2345,1040695,91.0
2013-07-27,66,327,197094,17.0
2013-07-27,67,1550,340077,53.0
2013-07-27,69,762,384303,30.0
2013-07-27,70,1017,371775,38.0
2013-07-27,71,1176,775113,324.0
2013-07-27,72,649,349137,17.0
2013-07-27,73,324,18616,12.0
2013-07-27,75,1784,300682,59.0
2013-07-27,76,55,492,3.0
2013-07-27,77,396,6622,11.0
2013-07-27,78,110,1369,2.0
2013-07-27,79,111,53151,9.0
2013-07-27,82,460,133500,26.0
2013-07-27,83,564,353419,37.0
2013-07-28,2,488,119098,17.0
2013-07-28,3,107,52284,5.0
2013-07-28,4,69,22726,4.0
2013-07-28,5,211,50315,9.0
2013-07-28,6,447,117453,17.0
2013-07-28,11,230,141507,11.0
2013-07-28,14,107,53716,4.0
2013-07-28,15,154,54875,7.0
2013-07-28,19,7159,1527732,247.0
2013-07-28,21,2459,591333,84.0
2013-07-28,22,1029,157532,30.0
2013-07-28,23,5155,666190,157.0
2013-07-28,25,904,191148,29.0
2013-07-28,28,4445,789688,141.0
2013-07-28,29,239,47133,8.0
2013-07-28,30,14339,2776597,503.0
2013-07-28,31,990,111469,20.0
2013-07-28,33,266,63822,8.0
2013-07-28,35,332,75682,15.0
2013-07-28,37,12105,5740024,396.0
2013-07-28,38,2339,1024377,77.0
2013-07-28,40,29613,12318693,904.0
2013-07-28,41,1053,405608,32.0
2013-07-28,43,1270,526015,45.0
2013-07-28,45,329,3839,13.0
2013-07-28,49,708,266516,26.0
2013-07-28,55,16885,4680862,514.0
2013-07-28,56,173,36401,7.0
2013-07-28,57,1611,533881,45.0
2013-07-28,58,438,124799,16.0
2013-07-28,59,641,120191,20.0
2013-07-28,60,25,7420,1.0
2013-07-28,62,1159,529977,36.0
2013-07-28,63,1899,942438,71.0
2013-07-28,64,1151,611963,39.0
2013-07-28,65,1736,806257,70.0
2013-07-28,66,108,54973,4.0
2013-07-28,67,1296,245311,42.0
2013-07-28,68,50,24222,2.0
2013-07-28,69,434,201061,14.0
2013-07-28,70,995,343085,34.0
2013-07-28,71,1177,796062,250.0
2013-07-28,72,649,369842,18.0
2013-07-28,73,326,6606,11.0
2013-07-28,75,1402,246638,49.0
2013-07-28,76,110,1654,4.0
2013-07-28,77,284,4957,8.0
2013-07-28,78,55,894,1.0
2013-07-28,79,80,35434,2.0
2013-07-28,81,60,26692,2.0
2013-07-28,82,328,93444,14.0
2013-07-28,83,381,265072,27.0
2013-07-29,2,765,125488,21.0
2013-07-29,3,120,65355,5.0
2013-07-29,4,106,33817,5.0
2013-07-29,5,581,106167,19.0
2013-07-29,6,348,78933,10.0
2013-07-29,9,24,22743,3.0
2013-07-29,11,123,67426,5.0
2013-07-29,13,26,6666,1.0
2013-07-29,14,228,87241,7.0
2013-07-29,15,254,47533,6.0
2013-07-29,19,7684,1592133,255.0
2013-07-29,21,1572,340812,52.0
2013-07-29,22,1126,203505,37.0
2013-07-29,23,4428,594307,128.0
2013-07-29,25,429,92245,14.0
2013-07-29,28,3959,707814,132.0
2013-07-29,29,366,59208,10.0
2013-07-29,30,12694,2876436,482.0
2013-07-29,31,990,103816,19.0
2013-07-29,33,405,95736,13.0
2013-07-29,35,135,46577,12.0
2013-07-29,37,7126,3489097,243.0
2013-07-29,38,1196,546164,41.0
2013-07-29,40,20867,8973818,632.0
2013-07-29,41,843,416665,26.0
2013-07-29,43,1202,447287,32.0
2013-07-29,45,59,520,2.0
2013-07-29,46,16,13190,1.0
2013-07-29,49,880,307099,31.0
2013-07-29,55,13487,3476107,382.0
2013-07-29,56,349,39279,9.0
2013-07-29,57,1403,392768,30.0
2013-07-29,58,226,54008,7.0
2013-07-29,59,874,174710,27.0
2013-07-29,60,25,7419,1.0
2013-07-29,62,961,391420,27.0
2013-07-29,63,1087,569881,44.0
2013-07-29,64,808,354451,22.0
2013-07-29,65,2106,898954,76.0
2013-07-29,66,370,242922,14.0
2013-07-29,67,1008,242547,33.0
2013-07-29,69,636,252171,20.0
2013-07-29,70,340,119165,14.0
2013-07-29,71,1217,817011,158.0
2013-07-29,72,478,349059,17.0
2013-07-29,73,319,8474,15.0
2013-07-29,75,946,205471,41.0
2013-07-29,76,165,2850,4.0
2013-07-29,77,572,8948,15.0
2013-07-29,79,99,53151,3.0
2013-07-29,81,126,40047,3.0
2013-07-29,82,485,173528,25.0
2013-07-29,83,242,132534,9.0
2013-07-30,2,758,160535,24.0
2013-07-30,3,316,156852,12.0
2013-07-30,4,192,48930,6.0
2013-07-30,5,257,27940,5.0
2013-07-30,6,582,153634,20.0
2013-07-30,9,24,22739,10.0
2013-07-30,11,239,141498,11.0
2013-07-30,14,68,26861,2.0
2013-07-30,15,187,60329,8.0
2013-07-30,19,7096,1478789,247.0
2013-07-30,21,1627,277383,55.0
2013-07-30,22,1172,187454,36.0
2013-07-30,23,4604,555680,140.0
2013-07-30,25,416,105474,16.0
2013-07-30,28,4165,727604,150.0
2013-07-30,29,264,53149,11.0
2013-07-30,30,13272,2393430,445.0
2013-07-30,31,385,63913,7.0
2013-07-30,33,371,87761,12.0
2013-07-30,35,185,40753,7.0
2013-07-30,37,7622,3456117,242.0
2013-07-30,38,621,442423,31.0
2013-07-30,40,24135,10014139,716.0
2013-07-30,41,979,382247,29.0
2013-07-30,43,910,408660,30.0
2013-07-30,45,133,946,3.0
2013-07-30,46,12,19433,1.0
2013-07-30,49,639,422667,36.0
2013-07-30,55,11904,3518237,374.0
2013-07-30,56,256,27323,7.0
2013-07-30,57,1827,519518,40.0
2013-07-30,58,234,42891,7.0
2013-07-30,59,657,138549,20.0
2013-07-30,62,1182,485875,36.0
2013-07-30,63,2115,1048301,94.0
2013-07-30,64,708,352229,22.0
2013-07-30,65,2282,983074,98.0
2013-07-30,66,506,234729,20.0
2013-07-30,67,991,224297,32.0
2013-07-30,69,804,365068,29.0
2013-07-30,70,443,121594,13.0
2013-07-30,71,1277,796062,225.0
2013-07-30,72,876,494642,26.0
2013-07-30,73,478,10157,17.0
2013-07-30,75,1686,267722,56.0
2013-07-30,76,110,4643,2.0
2013-07-30,77,717,12782,23.0
2013-07-30,81,44,13346,1.0
2013-07-30,82,659,213593,37.0
2013-07-30,83,212,154624,10.0
2013-07-31,2,491,105389,16.0
2013-07-31,3,198,65355,5.0
2013-07-31,4,266,56569,9.0
2013-07-31,5,233,50297,9.0
2013-07-31,6,623,141068,19.0
2013-07-31,11,517,202286,17.0
2013-07-31,14,68,53715,4.0
2013-07-31,15,85,15844,2.0
